state_name,year,incidence_per_capita
NEW YORK,2009,0.03897435897435899
NEW YORK,2010,0.10921052631578948
NEW YORK,2011,0.11142857142857145
NORTH CAROLINA,1938,8.39176470588235
NORTH CAROLINA,1939,5.845000000000001
NORTH CAROLINA,1940,3.8413725490196082
NORTH CAROLINA,1941,5.5868627450980375
NORTH CAROLINA,1942,3.2962745098039212
NORTH CAROLINA,1943,4.265192307692308
NORTH CAROLINA,1944,3.557499999999999
NORTH CAROLINA,1945,3.1713461538461525
NORTH CAROLINA,1946,1.8024999999999998
NORTH CAROLINA,1947,1.5515686274509801
NORTH CAROLINA,1948,1.0246153846153845
NORTH CAROLINA,1949,0.6878846153846153
NORTH CAROLINA,1950,1.5462745098039212
NORTH CAROLINA,1951,1.0066666666666666
NORTH CAROLINA,1952,0.5981249999999999
NORTH CAROLINA,1953,0.12785714285714286
NORTH CAROLINA,1954,0.37173076923076925
NORTH CAROLINA,1955,0.6466666666666665
NORTH CAROLINA,1974,0.04428571428571429
NORTH CAROLINA,1975,0.033461538461538466
NORTH CAROLINA,1976,0.04153846153846155
NORTH CAROLINA,1977,0.030000000000000002
NORTH CAROLINA,1978,0.028888888888888898
NORTH CAROLINA,1979,0.03000000000000001
NORTH CAROLINA,1980,0.031764705882352945
NORTH CAROLINA,1981,0.02090909090909091
NORTH CAROLINA,1982,0.035
NORTH CAROLINA,1983,0.012926829268292684
NORTH CAROLINA,1984,0.012857142857142859
NORTH CAROLINA,1985,0.013725490196078435
NORTH CAROLINA,1986,0.029591836734693885
NORTH CAROLINA,1987,0.03596153846153848
NORTH CAROLINA,1988,0.021764705882352946
NORTH CAROLINA,1989,0.03125000000000001
NORTH CAROLINA,1990,0.026170212765957455
NORTH CAROLINA,1991,0.013111111111111113
NORTH CAROLINA,1992,0.014318181818181818
NORTH CAROLINA,1993,0.07307692307692308
NORTH CAROLINA,1994,0.03938775510204082
NORTH CAROLINA,1995,0.029411764705882353
NORTH CAROLINA,1996,0.045526315789473686
NORTH CAROLINA,1997,0.03590909090909092
NORTH CAROLINA,1998,0.028541666666666677
NORTH CAROLINA,1999,0.024200000000000003
NORTH CAROLINA,2000,0.025384615384615387
NORTH CAROLINA,2001,0.016326530612244903
NORTH CAROLINA,2002,0.009347826086956524
NORTH CAROLINA,2003,0.031304347826086966
NORTH CAROLINA,2004,0.024634146341463416
NORTH CAROLINA,2005,0.02681818181818182
NORTH CAROLINA,2006,0.053399999999999996
NORTH CAROLINA,2007,0.0815909090909091
NORTH CAROLINA,2008,0.01647058823529412
NORTH CAROLINA,2009,0.046400000000000004
NORTH CAROLINA,2010,0.004285714285714286
NORTH CAROLINA,2011,0.03437500000000002
NORTH DAKOTA,1938,4.280196078431373
NORTH DAKOTA,1939,2.635192307692308
NORTH DAKOTA,1940,2.056666666666666
NORTH DAKOTA,1941,2.8058823529411776
NORTH DAKOTA,1942,1.7637254901960788
NORTH DAKOTA,1943,2.8228846153846145
NORTH DAKOTA,1944,1.6271153846153854
NORTH DAKOTA,1945,0.4448
NORTH DAKOTA,1946,0.3595999999999998
NORTH DAKOTA,1947,1.8327777777777778
NORTH DAKOTA,1948,1.1664285714285723
NORTH DAKOTA,1949,0.6848648648648652
NORTH DAKOTA,1950,1.2873170731707315
NORTH DAKOTA,1951,0.9362790697674417
NORTH DAKOTA,1952,0.857435897435897
NORTH DAKOTA,1953,0.16
NORTH DAKOTA,1954,1.3703448275862062
NORTH DAKOTA,1955,1.2172916666666658
NORTH DAKOTA,1978,0.305
NORTH DAKOTA,1980,0.22499999999999998
NORTH DAKOTA,1983,0.012162162162162161
NORTH DAKOTA,1985,0.024999999999999998
NORTH DAKOTA,1986,0.020930232558139535
NORTH DAKOTA,1987,0.04531914893617021
NORTH DAKOTA,1988,0.0276
NORTH DAKOTA,1989,0.008421052631578947
NORTH DAKOTA,1990,0.021
NORTH DAKOTA,1991,0.013333333333333332
NORTH DAKOTA,1992,0.05282051282051281
NORTH DAKOTA,1993,0.015
NORTH DAKOTA,1994,0.0246875
NORTH DAKOTA,1995,0.02347826086956522
NORTH DAKOTA,1996,0.005769230769230769
NORTH DAKOTA,1997,0.009782608695652173
NORTH DAKOTA,1998,0.324
NORTH DAKOTA,1999,0.1395
NORTH DAKOTA,2000,0.025227272727272723
NORTH DAKOTA,2001,0.07181818181818182
NORTH DAKOTA,2002,0.04
NORTH DAKOTA,2003,0.025806451612903226
NORTH DAKOTA,2004,2.878292682926829
NORTH DAKOTA,2005,0.42693877551020404
NORTH DAKOTA,2006,0.08
NORTH DAKOTA,2007,0.03488888888888889
NORTH DAKOTA,2008,0.005161290322580645
NORTH DAKOTA,2009,0.11342105263157894
NORTH DAKOTA,2010,0.29566666666666663
NORTH DAKOTA,2011,0.1836170212765958
OHIO,1938,2.328627450980392
OHIO,1939,2.4557692307692296
OHIO,1940,3.124705882352941
OHIO,1941,4.187843137254901
OHIO,1942,2.8937254901960787
OHIO,1943,2.398653846153846
OHIO,1944,1.6665384615384613
OHIO,1945,2.0700000000000007
OHIO,1946,1.1094230769230766
OHIO,1947,2.5421999999999993
OHIO,1948,0.7459615384615387
OHIO,1949,0.8915384615384614
OHIO,1950,1.7421568627450983
OHIO,1951,0.5114583333333332
OHIO,1952,0.435744680851064
OHIO,1953,0.316734693877551
OHIO,1954,0.4950980392156864
OHIO,1955,0.40509803921568616
OHIO,1974,0.19
OHIO,1975,0.02416666666666667
OHIO,1976,0.027600000000000006
OHIO,1977,0.027500000000000007
OHIO,1978,0.03393939393939395
OHIO,1979,0.05666666666666667
OHIO,1980,0.03000000000000001
OHIO,1981,0.01681818181818182
OHIO,1982,0.0284848484848485
OHIO,1983,0.030000000000000013
OHIO,1984,0.016122448979591843
OHIO,1985,0.022500000000000006
OHIO,1986,0.03437500000000002
OHIO,1987,0.022500000000000003
OHIO,1988,0.012083333333333335
OHIO,1989,0.0425
OHIO,1990,0.05477272727272728
OHIO,1991,0.022800000000000008
OHIO,1992,0.025
OHIO,1993,0.09940000000000002
OHIO,1994,0.03020000000000002
OHIO,1995,0.03215686274509804
OHIO,1996,0.051458333333333335
OHIO,1997,0.03083333333333335
OHIO,1998,0.049
OHIO,1999,0.05204081632653063
OHIO,2000,0.06254901960784316
OHIO,2001,0.05533333333333334
OHIO,2002,0.07612244897959186
OHIO,2003,0.05808510638297873
OHIO,2004,0.13680851063829788
OHIO,2005,0.19419999999999996
OHIO,2006,0.10647058823529411
OHIO,2007,0.10115384615384616
OHIO,2008,0.13076923076923078
OHIO,2009,0.18038461538461534
