state_name,year,incidence_per_capita
ALABAMA,1928,0.04596153846153846
ALABAMA,1929,0.043269230769230775
ALABAMA,1930,0.050392156862745105
ALABAMA,1931,0.039807692307692315
ALABAMA,1932,0.026538461538461542
ALABAMA,1933,0.02153846153846154
ALABAMA,1934,0.036346153846153854
ALABAMA,1935,0.043653846153846154
ALABAMA,1936,0.29538461538461536
ALABAMA,1937,0.05903846153846153
ALABAMA,1938,0.0672
ALABAMA,1939,0.03882352941176472
ALABAMA,1940,0.034468085106382995
ALABAMA,1941,0.5597959183673471
ALABAMA,1942,0.09604166666666668
ALABAMA,1943,0.02760869565217392
ALABAMA,1944,0.07212765957446808
ALABAMA,1945,0.10869565217391308
ALABAMA,1946,0.217
ALABAMA,1947,0.04274509803921569
ALABAMA,1948,0.14229166666666673
ALABAMA,1949,0.1988372093023256
ALABAMA,1950,0.21232558139534882
ALABAMA,1951,0.4815217391304348
ALABAMA,1952,0.3228571428571428
ALABAMA,1953,0.36414634146341457
ALABAMA,1954,0.2494
ALABAMA,1955,0.13463414634146342
ALABAMA,1956,0.06919999999999998
ALABAMA,1957,0.03854166666666667
ALABAMA,1958,0.04571428571428572
ALABAMA,1959,0.12945945945945944
ALABAMA,1960,0.01604651162790698
ALABAMA,1961,0.011785714285714288
ALABAMA,1962,0.024444444444444446
ALABAMA,1963,0.03244897959183674
ALABAMA,1964,0.0018181818181818182
ALABAMA,1966,0.0
ALABAMA,1968,0.002727272727272727
ALASKA,1950,3.474615384615384
ALASKA,1951,1.556923076923077
ALASKA,1954,3.7800000000000002
ALASKA,1955,1.076086956521739
ALASKA,1956,0.17933333333333337
ALASKA,1957,0.0274468085106383
ALASKA,1958,0.025714285714285714
ALASKA,1959,0.8127272727272729
ALASKA,1960,0.0275
ARIZONA,1928,0.05019230769230768
ARIZONA,1929,0.039807692307692315
ARIZONA,1930,0.14431372549019617
ARIZONA,1931,0.04865384615384616
ARIZONA,1932,0.031153846153846157
ARIZONA,1933,0.07153846153846154
ARIZONA,1934,0.4938461538461537
ARIZONA,1935,0.0928846153846154
ARIZONA,1936,0.040392156862745096
ARIZONA,1937,0.08461538461538462
ARIZONA,1938,0.05019607843137255
ARIZONA,1939,0.5846153846153845
ARIZONA,1940,0.10638297872340427
ARIZONA,1941,0.05367346938775511
ARIZONA,1942,0.10895833333333337
ARIZONA,1943,0.2430434782608696
ARIZONA,1944,0.15489361702127663
ARIZONA,1945,0.08652173913043477
ARIZONA,1946,0.26720000000000005
ARIZONA,1947,0.13764705882352946
ARIZONA,1948,0.48999999999999994
ARIZONA,1949,0.6752941176470589
ARIZONA,1950,0.56475
ARIZONA,1951,0.9285
ARIZONA,1952,1.0517499999999997
ARIZONA,1953,0.8962500000000001
ARIZONA,1954,0.5974999999999999
ARIZONA,1955,0.35
ARIZONA,1956,0.2922448979591836
ARIZONA,1957,0.11085106382978721
ARIZONA,1958,0.0608695652173913
ARIZONA,1959,0.13777777777777778
ARIZONA,1960,0.015555555555555555
ARIZONA,1961,0.012857142857142859
ARIZONA,1962,0.0105
ARIZONA,1963,0.015384615384615385
ARIZONA,1965,0.0034285714285714284
ARIZONA,1968,0.006
ARKANSAS,1928,0.01
ARKANSAS,1929,0.0038461538461538464
ARKANSAS,1930,0.08333333333333333
ARKANSAS,1931,0.016538461538461544
ARKANSAS,1932,0.01403846153846154
ARKANSAS,1933,0.012884615384615385
ARKANSAS,1934,0.01403846153846154
ARKANSAS,1935,0.029230769230769234
ARKANSAS,1936,0.05730769230769229
ARKANSAS,1937,0.3563461538461539
ARKANSAS,1938,0.14259999999999998
ARKANSAS,1939,0.05000000000000002
ARKANSAS,1940,0.02957446808510639
ARKANSAS,1941,0.05469387755102039
ARKANSAS,1942,0.131875
ARKANSAS,1943,0.0880434782608696
ARKANSAS,1944,0.05212765957446808
ARKANSAS,1945,0.06739130434782609
ARKANSAS,1946,0.3388000000000001
ARKANSAS,1947,0.11764705882352945
ARKANSAS,1948,0.16847826086956522
ARKANSAS,1949,1.2816666666666667
ARKANSAS,1950,0.40674418604651175
ARKANSAS,1951,0.6477777777777779
ARKANSAS,1952,0.4991111111111111
ARKANSAS,1953,0.4211627906976745
ARKANSAS,1954,0.4553191489361702
ARKANSAS,1955,0.25325
ARKANSAS,1956,0.2668
ARKANSAS,1957,0.1051063829787234
ARKANSAS,1958,0.05260869565217393
ARKANSAS,1959,0.28153846153846157
ARKANSAS,1960,0.04833333333333333
ARKANSAS,1961,0.031702127659574475
ARKANSAS,1962,0.04181818181818182
ARKANSAS,1963,0.008928571428571428
ARKANSAS,1965,0.01
ARKANSAS,1966,0.00625
ARKANSAS,1967,0.005555555555555556
ARKANSAS,1968,0.004545454545454546
CALIFORNIA,1928,0.09692307692307692
CALIFORNIA,1929,0.05423076923076923
CALIFORNIA,1930,0.6021568627450982
CALIFORNIA,1931,0.08269230769230765
CALIFORNIA,1932,0.05480769230769231
CALIFORNIA,1933,0.049038461538461545
CALIFORNIA,1934,1.0382692307692307
CALIFORNIA,1935,0.2423076923076923
CALIFORNIA,1936,0.11423076923076923
CALIFORNIA,1937,0.1886538461538462
CALIFORNIA,1938,0.07666666666666666
CALIFORNIA,1939,0.2454901960784314
CALIFORNIA,1940,0.17255319148936166
CALIFORNIA,1941,0.06061224489795916
CALIFORNIA,1942,0.075625
CALIFORNIA,1943,0.46565217391304353
CALIFORNIA,1944,0.1519148936170213
CALIFORNIA,1945,0.17152173913043478
CALIFORNIA,1946,0.3333999999999999
CALIFORNIA,1947,0.19411764705882353
