state_name,year,disease,cases
ARIZONA,1977,MEASLES,218
ARIZONA,1978,MEASLES,66
ARIZONA,1979,MEASLES,88
ARIZONA,1980,MEASLES,326
ARIZONA,1981,MEASLES,11
ARIZONA,1982,MEASLES,16
ARIZONA,1985,MEASLES,248
ARIZONA,1986,MEASLES,256
ARIZONA,1987,MEASLES,35
ARIZONA,1988,MEASLES,3
ARIZONA,1989,MEASLES,145
ARIZONA,1990,MEASLES,285
ARIZONA,1991,MEASLES,342
ARIZONA,1992,MEASLES,0
ARIZONA,1993,MEASLES,3
ARIZONA,1994,MEASLES,9
ARIZONA,1995,MEASLES,12
ARIZONA,1996,MEASLES,8
ARIZONA,1997,MEASLES,9
ARIZONA,1998,MEASLES,10
ARIZONA,1999,MEASLES,1
ARIZONA,2001,MEASLES,1
ARKANSAS,1928,MEASLES,8899
ARKANSAS,1929,MEASLES,1245
ARKANSAS,1930,MEASLES,994
ARKANSAS,1931,MEASLES,849
ARKANSAS,1932,MEASLES,99
ARKANSAS,1933,MEASLES,5438
ARKANSAS,1934,MEASLES,7222
ARKANSAS,1935,MEASLES,1518
ARKANSAS,1936,MEASLES,107
ARKANSAS,1937,MEASLES,322
ARKANSAS,1938,MEASLES,6881
ARKANSAS,1939,MEASLES,2410
ARKANSAS,1940,MEASLES,1414
ARKANSAS,1941,MEASLES,5393
ARKANSAS,1942,MEASLES,4602
ARKANSAS,1943,MEASLES,2998
ARKANSAS,1944,MEASLES,3669
ARKANSAS,1945,MEASLES,1226
ARKANSAS,1946,MEASLES,3028
ARKANSAS,1947,MEASLES,2399
ARKANSAS,1948,MEASLES,3802
ARKANSAS,1949,MEASLES,12313
ARKANSAS,1950,MEASLES,1739
ARKANSAS,1951,MEASLES,7625
ARKANSAS,1952,MEASLES,3470
ARKANSAS,1953,MEASLES,12948
ARKANSAS,1954,MEASLES,2619
ARKANSAS,1955,MEASLES,2994
ARKANSAS,1956,MEASLES,8637
ARKANSAS,1957,MEASLES,1358
ARKANSAS,1958,MEASLES,3002
ARKANSAS,1959,MEASLES,816
ARKANSAS,1960,MEASLES,1596
ARKANSAS,1961,MEASLES,1684
ARKANSAS,1962,MEASLES,1438
ARKANSAS,1963,MEASLES,1453
ARKANSAS,1964,MEASLES,1106
ARKANSAS,1965,MEASLES,1195
ARKANSAS,1966,MEASLES,1377
ARKANSAS,1967,MEASLES,1269
ARKANSAS,1968,MEASLES,3
ARKANSAS,1969,MEASLES,29
ARKANSAS,1970,MEASLES,33
ARKANSAS,1971,MEASLES,442
ARKANSAS,1972,MEASLES,13
ARKANSAS,1973,MEASLES,77
ARKANSAS,1974,MEASLES,14
ARKANSAS,1975,MEASLES,2
ARKANSAS,1976,MEASLES,20
ARKANSAS,1977,MEASLES,46
ARKANSAS,1978,MEASLES,22
ARKANSAS,1979,MEASLES,11
ARKANSAS,1980,MEASLES,18
ARKANSAS,1981,MEASLES,14
ARKANSAS,1983,MEASLES,1
ARKANSAS,1984,MEASLES,9
ARKANSAS,1986,MEASLES,286
ARKANSAS,1989,MEASLES,5
ARKANSAS,1990,MEASLES,41
ARKANSAS,1995,MEASLES,2
ARKANSAS,1997,MEASLES,3
ARKANSAS,1999,MEASLES,4
ARKANSAS,2000,MEASLES,1
CALIFORNIA,1928,MEASLES,3698
CALIFORNIA,1929,MEASLES,4024
CALIFORNIA,1930,MEASLES,43416
CALIFORNIA,1931,MEASLES,27807
CALIFORNIA,1932,MEASLES,12618
CALIFORNIA,1933,MEASLES,26551
CALIFORNIA,1934,MEASLES,25650
CALIFORNIA,1935,MEASLES,28799
CALIFORNIA,1936,MEASLES,49050
CALIFORNIA,1937,MEASLES,5107
CALIFORNIA,1938,MEASLES,18527
CALIFORNIA,1939,MEASLES,63748
CALIFORNIA,1940,MEASLES,26167
CALIFORNIA,1941,MEASLES,12624
CALIFORNIA,1942,MEASLES,94525
CALIFORNIA,1943,MEASLES,28929
CALIFORNIA,1944,MEASLES,53667
CALIFORNIA,1945,MEASLES,31721
CALIFORNIA,1946,MEASLES,54981
CALIFORNIA,1947,MEASLES,7372
CALIFORNIA,1948,MEASLES,49097
CALIFORNIA,1949,MEASLES,33161
CALIFORNIA,1950,MEASLES,14728
CALIFORNIA,1951,MEASLES,61055
CALIFORNIA,1952,MEASLES,39016
CALIFORNIA,1953,MEASLES,53771
CALIFORNIA,1954,MEASLES,60293
CALIFORNIA,1955,MEASLES,67434
CALIFORNIA,1956,MEASLES,32254
CALIFORNIA,1957,MEASLES,50403
CALIFORNIA,1958,MEASLES,35074
CALIFORNIA,1959,MEASLES,38951
CALIFORNIA,1960,MEASLES,22222
CALIFORNIA,1961,MEASLES,36853
CALIFORNIA,1962,MEASLES,28140
CALIFORNIA,1963,MEASLES,20028
CALIFORNIA,1964,MEASLES,32650
CALIFORNIA,1965,MEASLES,13864
CALIFORNIA,1966,MEASLES,15197
CALIFORNIA,1967,MEASLES,5260
CALIFORNIA,1968,MEASLES,1648
CALIFORNIA,1969,MEASLES,898
CALIFORNIA,1970,MEASLES,1949
CALIFORNIA,1971,MEASLES,2864
CALIFORNIA,1972,MEASLES,3222
CALIFORNIA,1973,MEASLES,804
CALIFORNIA,1974,MEASLES,1103
CALIFORNIA,1975,MEASLES,5217
CALIFORNIA,1976,MEASLES,2324
CALIFORNIA,1977,MEASLES,7938
CALIFORNIA,1978,MEASLES,646
CALIFORNIA,1979,MEASLES,974
CALIFORNIA,1980,MEASLES,886
CALIFORNIA,1981,MEASLES,347
CALIFORNIA,1982,MEASLES,800
CALIFORNIA,1983,MEASLES,156
CALIFORNIA,1984,MEASLES,312
CALIFORNIA,1985,MEASLES,259
CALIFORNIA,1986,MEASLES,429
CALIFORNIA,1987,MEASLES,774
CALIFORNIA,1988,MEASLES,735
CALIFORNIA,1989,MEASLES,2192
CALIFORNIA,1990,MEASLES,9598
CALIFORNIA,1991,MEASLES,1963
CALIFORNIA,1992,MEASLES,61
CALIFORNIA,1993,MEASLES,63
CALIFORNIA,1994,MEASLES,64
CALIFORNIA,1995,MEASLES,38
CALIFORNIA,1996,MEASLES,45
CALIFORNIA,1997,MEASLES,35
CALIFORNIA,1998,MEASLES,4
CALIFORNIA,1999,MEASLES,18
CALIFORNIA,2000,MEASLES,15
CALIFORNIA,2001,MEASLES,34
CALIFORNIA,2002,MEASLES,0
COLORADO,1928,MEASLES,2099
COLORADO,1929,MEASLES,748
COLORADO,1930,MEASLES,11781
COLORADO,1931,MEASLES,4787
COLORADO,1932,MEASLES,2376
COLORADO,1933,MEASLES,297
COLORADO,1934,MEASLES,12946
COLORADO,1935,MEASLES,12786
COLORADO,1936,MEASLES,597
COLORADO,1937,MEASLES,1027
COLORADO,1938,MEASLES,9163
COLORADO,1939,MEASLES,5886
COLORADO,1940,MEASLES,2625
COLORADO,1941,MEASLES,7438
COLORADO,1942,MEASLES,5628
COLORADO,1943,MEASLES,11266
COLORADO,1944,MEASLES,6329
COLORADO,1945,MEASLES,1072
COLORADO,1946,MEASLES,11943
COLORADO,1947,MEASLES,1769
COLORADO,1948,MEASLES,9135
COLORADO,1949,MEASLES,7221
COLORADO,1950,MEASLES,5239
COLORADO,1951,MEASLES,12385
COLORADO,1952,MEASLES,5287
COLORADO,1953,MEASLES,9788
COLORADO,1954,MEASLES,1906
COLORADO,1955,MEASLES,4902
COLORADO,1956,MEASLES,14190
COLORADO,1957,MEASLES,2887
COLORADO,1958,MEASLES,9436
COLORADO,1959,MEASLES,7037
COLORADO,1960,MEASLES,6806
COLORADO,1961,MEASLES,3879
COLORADO,1962,MEASLES,9001
COLORADO,1963,MEASLES,6298
COLORADO,1964,MEASLES,3240
COLORADO,1965,MEASLES,6009
COLORADO,1966,MEASLES,1445
COLORADO,1967,MEASLES,1635
COLORADO,1968,MEASLES,499
COLORADO,1969,MEASLES,139
COLORADO,1970,MEASLES,240
COLORADO,1971,MEASLES,894
COLORADO,1972,MEASLES,522
COLORADO,1973,MEASLES,166
COLORADO,1974,MEASLES,158
COLORADO,1975,MEASLES,1170
COLORADO,1976,MEASLES,450
COLORADO,1977,MEASLES,434
COLORADO,1978,MEASLES,50
COLORADO,1979,MEASLES,73
COLORADO,1980,MEASLES,24
COLORADO,1981,MEASLES,8
COLORADO,1982,MEASLES,7
COLORADO,1985,MEASLES,9
COLORADO,1986,MEASLES,5
COLORADO,1987,MEASLES,9
COLORADO,1988,MEASLES,116
COLORADO,1989,MEASLES,100
COLORADO,1990,MEASLES,139
COLORADO,1991,MEASLES,11
COLORADO,1992,MEASLES,22
COLORADO,1993,MEASLES,0
COLORADO,1994,MEASLES,20
COLORADO,1995,MEASLES,26
COLORADO,1996,MEASLES,7
COLORADO,1997,MEASLES,29
COLORADO,1999,MEASLES,0
COLORADO,2000,MEASLES,3
CONNECTICUT,1928,MEASLES,10014
CONNECTICUT,1929,MEASLES,9800
CONNECTICUT,1930,MEASLES,1810
CONNECTICUT,1931,MEASLES,12869
CONNECTICUT,1932,MEASLES,5701
CONNECTICUT,1933,MEASLES,5430
CONNECTICUT,1934,MEASLES,4659
CONNECTICUT,1935,MEASLES,24149
CONNECTICUT,1936,MEASLES,3828
CONNECTICUT,1937,MEASLES,10181
CONNECTICUT,1938,MEASLES,1816
CONNECTICUT,1939,MEASLES,15904
CONNECTICUT,1940,MEASLES,6436
CONNECTICUT,1941,MEASLES,6366
CONNECTICUT,1942,MEASLES,10537
CONNECTICUT,1943,MEASLES,9865
CONNECTICUT,1944,MEASLES,8775
CONNECTICUT,1945,MEASLES,3012
CONNECTICUT,1946,MEASLES,7585
CONNECTICUT,1947,MEASLES,16030
CONNECTICUT,1948,MEASLES,2832
CONNECTICUT,1949,MEASLES,19012
CONNECTICUT,1950,MEASLES,3980
CONNECTICUT,1951,MEASLES,4612
CONNECTICUT,1952,MEASLES,24540
CONNECTICUT,1953,MEASLES,2168
CONNECTICUT,1954,MEASLES,5026
CONNECTICUT,1955,MEASLES,28902
CONNECTICUT,1956,MEASLES,2697
CONNECTICUT,1957,MEASLES,9672
CONNECTICUT,1958,MEASLES,15792
CONNECTICUT,1959,MEASLES,13030
CONNECTICUT,1960,MEASLES,11057
CONNECTICUT,1961,MEASLES,6768
CONNECTICUT,1962,MEASLES,17790
CONNECTICUT,1963,MEASLES,5859
CONNECTICUT,1964,MEASLES,5289
CONNECTICUT,1965,MEASLES,9222
CONNECTICUT,1966,MEASLES,944
CONNECTICUT,1967,MEASLES,106
CONNECTICUT,1968,MEASLES,707
CONNECTICUT,1969,MEASLES,642
CONNECTICUT,1970,MEASLES,116
CONNECTICUT,1971,MEASLES,1194
CONNECTICUT,1972,MEASLES,1536
CONNECTICUT,1973,MEASLES,1819
CONNECTICUT,1974,MEASLES,174
CONNECTICUT,1975,MEASLES,129
CONNECTICUT,1976,MEASLES,237
CONNECTICUT,1977,MEASLES,774
CONNECTICUT,1978,MEASLES,528
CONNECTICUT,1979,MEASLES,4
CONNECTICUT,1980,MEASLES,27
CONNECTICUT,1981,MEASLES,9
CONNECTICUT,1982,MEASLES,8
CONNECTICUT,1983,MEASLES,0
CONNECTICUT,1984,MEASLES,10
CONNECTICUT,1985,MEASLES,6
CONNECTICUT,1986,MEASLES,9
CONNECTICUT,1987,MEASLES,22
CONNECTICUT,1988,MEASLES,17
CONNECTICUT,1989,MEASLES,215
CONNECTICUT,1990,MEASLES,188
CONNECTICUT,1991,MEASLES,23
CONNECTICUT,1992,MEASLES,2
CONNECTICUT,1993,MEASLES,6
CONNECTICUT,1994,MEASLES,4
CONNECTICUT,1995,MEASLES,1
CONNECTICUT,1996,MEASLES,1
CONNECTICUT,1997,MEASLES,0
CONNECTICUT,1999,MEASLES,0
CONNECTICUT,2001,MEASLES,0
DELAWARE,1928,MEASLES,597
DELAWARE,1929,MEASLES,566
DELAWARE,1930,MEASLES,261
DELAWARE,1931,MEASLES,2428
DELAWARE,1932,MEASLES,39
DELAWARE,1933,MEASLES,205
DELAWARE,1934,MEASLES,3063
DELAWARE,1935,MEASLES,1040
DELAWARE,1936,MEASLES,1407
DELAWARE,1937,MEASLES,1796
DELAWARE,1938,MEASLES,608
DELAWARE,1939,MEASLES,252
DELAWARE,1940,MEASLES,101
DELAWARE,1941,MEASLES,3489
DELAWARE,1942,MEASLES,253
DELAWARE,1943,MEASLES,1593
DELAWARE,1944,MEASLES,396
DELAWARE,1945,MEASLES,279
DELAWARE,1946,MEASLES,596
DELAWARE,1947,MEASLES,61
DELAWARE,1948,MEASLES,1040
DELAWARE,1949,MEASLES,741
DELAWARE,1950,MEASLES,625
DELAWARE,1951,MEASLES,690
DELAWARE,1952,MEASLES,410
DELAWARE,1953,MEASLES,407
DELAWARE,1954,MEASLES,1942
DELAWARE,1955,MEASLES,105
DELAWARE,1956,MEASLES,866
DELAWARE,1957,MEASLES,333
DELAWARE,1958,MEASLES,515
DELAWARE,1959,MEASLES,616
DELAWARE,1960,MEASLES,956
DELAWARE,1961,MEASLES,1698
DELAWARE,1962,MEASLES,607
DELAWARE,1963,MEASLES,1201
DELAWARE,1964,MEASLES,394
DELAWARE,1965,MEASLES,519
DELAWARE,1966,MEASLES,264
DELAWARE,1967,MEASLES,56
DELAWARE,1968,MEASLES,24
DELAWARE,1969,MEASLES,506
DELAWARE,1970,MEASLES,268
DELAWARE,1971,MEASLES,42
DELAWARE,1972,MEASLES,56
DELAWARE,1973,MEASLES,10
DELAWARE,1974,MEASLES,16
DELAWARE,1975,MEASLES,35
DELAWARE,1976,MEASLES,111
DELAWARE,1977,MEASLES,7
DELAWARE,1978,MEASLES,11
DELAWARE,1979,MEASLES,1
DELAWARE,1980,MEASLES,4
DELAWARE,1986,MEASLES,1
DELAWARE,1987,MEASLES,20
DELAWARE,1989,MEASLES,36
DELAWARE,1990,MEASLES,9
DELAWARE,1991,MEASLES,19
DELAWARE,1992,MEASLES,3
DELAWARE,1993,MEASLES,2
DELAWARE,1996,MEASLES,1
DELAWARE,1998,MEASLES,0
DISTRICT OF COLUMBIA,1928,MEASLES,2566
DISTRICT OF COLUMBIA,1929,MEASLES,455
DISTRICT OF COLUMBIA,1930,MEASLES,889
DISTRICT OF COLUMBIA,1931,MEASLES,4198
DISTRICT OF COLUMBIA,1932,MEASLES,273
DISTRICT OF COLUMBIA,1933,MEASLES,533
DISTRICT OF COLUMBIA,1934,MEASLES,6461
DISTRICT OF COLUMBIA,1935,MEASLES,929
DISTRICT OF COLUMBIA,1936,MEASLES,2111
DISTRICT OF COLUMBIA,1937,MEASLES,2053
